event_id,timestamp,region,state,plant_id,generation_type,plant_capacity_mw,scheduled_mw,actual_mw,curtailed_mw,deviation_mw,dispatcher_remark,true_cause_label,is_synthetic,source_document_id,predicted_cause,confidence_score,pipeline_status,validation_status
EVT-2026-1105,2026-06-11 10:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,171.3,118.1,53.2,53.2,"System frequency surge (50.1 Hz), active power curtailment executed",High Frequency,True,DOC-20260611-TA,High Frequency,0.904,classified,confirmed
EVT-2026-1106,2026-06-01 14:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,214.5,184.7,29.8,29.8,"Frequency higher than statutory limit (50.14 Hz), RE reduction mandated",High Frequency,True,DOC-20260601-TA,High Frequency,0.886,classified,confirmed
EVT-2026-1107,2026-07-11 10:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,400.3,369.1,31.2,31.2,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260711-MA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1108,2026-07-02 15:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,251.5,216.2,35.3,35.3,Transmission line constraint at Bhuj 400kV corridor,Transmission Constraint,True,DOC-20260702-MA,Transmission Constraint,0.859,classified,confirmed
EVT-2026-1109,2026-07-30 07:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,248.7,218.9,29.8,29.8,"System frequency surge (50.13 Hz), active power curtailment executed",High Frequency,True,DOC-20260730-MA,High Frequency,0.901,classified,confirmed
EVT-2026-1110,2026-07-16 16:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,366.7,272.5,94.2,94.2,Reactive power compensation constraint at Tuticorin grid,Grid Security,True,DOC-20260716-MA,Grid Security,0.886,classified,confirmed
EVT-2026-1111,2026-08-12 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,208.6,189.0,19.6,19.6,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260812-AN,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1112,2026-08-11 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,230.8,202.9,27.9,27.9,Commercial backing down order from state DISCOM (Bescom),Commercial / Discom Request,True,DOC-20260811-AN,Commercial / Discom Request,0.854,classified,confirmed
EVT-2026-1113,2026-06-19 21:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,310.1,243.6,66.5,66.5,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260619-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1114,2026-06-27 15:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,158.6,111.8,46.8,40.3,Grid security alert: voltage instability detected at Tuticorin,Grid Security,True,DOC-20260627-TA,Grid Security,0.866,classified,mismatch
EVT-2026-1115,2026-07-28 15:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,351.1,284.6,66.5,66.5,Transmission line constraint at Bhadla 400kV corridor,Transmission Constraint,True,DOC-20260728-MA,Transmission Constraint,0.84,classified,confirmed
EVT-2026-1116,2026-06-04 02:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,243.3,152.2,91.1,91.1,Over-frequency condition (50.1 Hz) detected across regional grid,High Frequency,True,DOC-20260604-GU,High Frequency,0.889,classified,confirmed
EVT-2026-1117,2026-06-19 15:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,419.1,293.2,125.9,125.9,System security constraint enforced by NRLDC dispatcher,Grid Security,True,DOC-20260619-RA,Grid Security,0.888,classified,confirmed
EVT-2026-1118,2026-06-27 21:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,271.1,198.6,72.5,72.5,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260627-TA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1119,2026-06-22 15:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,611.7,498.3,113.4,113.4,Commercial backing down order from state DISCOM (Discom-West),Commercial / Discom Request,True,DOC-20260622-RA,Commercial / Discom Request,0.81,classified,confirmed
EVT-2026-1120,2026-06-25 06:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,331.1,288.4,42.7,42.7,Transmission congestion on Kayathar to Rewa 765kV line,Transmission Constraint,True,DOC-20260625-AN,Transmission Constraint,0.798,classified,confirmed
EVT-2026-1121,2026-08-18 11:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,417.9,252.6,165.3,188.6,Grid security alert: voltage instability detected at Kurnool,Grid Security,True,DOC-20260818-KA,Grid Security,0.875,classified,mismatch
EVT-2026-1122,2026-07-21 15:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,215.9,159.9,56.0,56.0,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260721-TA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1123,2026-06-25 16:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,338.4,316.1,22.3,22.3,Bay maintenance shutdown at Bhuj RE pooling station,Maintenance / Outage,True,DOC-20260625-GU,Maintenance / Outage,0.892,classified,confirmed
EVT-2026-1124,2026-06-10 10:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,902.7,828.5,74.2,74.2,Reactive power compensation constraint at Khavda grid,Grid Security,True,DOC-20260610-RA,Grid Security,0.871,classified,confirmed
EVT-2026-1125,2026-06-10 23:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,334.7,314.6,20.1,27.4,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260610-GU,Maintenance / Outage,0.873,classified,mismatch
EVT-2026-1126,2026-07-14 09:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,513.8,321.9,191.9,191.9,Transmission line constraint at Khavda 400kV corridor,Transmission Constraint,True,DOC-20260714-RA,Transmission Constraint,0.875,classified,confirmed
EVT-2026-1127,2026-07-01 08:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,675.1,578.7,96.4,96.4,System security constraint enforced by ERLDC dispatcher,Grid Security,True,DOC-20260701-RA,Grid Security,0.877,classified,confirmed
EVT-2026-1128,2026-06-23 09:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,454.5,410.7,43.8,32.4,Substation maintenance work scheduled at Kayathar,Maintenance / Outage,True,DOC-20260623-TA,Maintenance / Outage,0.848,classified,mismatch
EVT-2026-1129,2026-06-10 18:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,216.6,162.6,54.0,66.2,Over-frequency condition (50.05 Hz) detected across regional grid,High Frequency,True,DOC-20260610-TA,High Frequency,0.872,classified,mismatch
EVT-2026-1130,2026-06-26 08:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,331.7,306.6,25.1,25.1,Bay maintenance shutdown at Khavda RE pooling station,Maintenance / Outage,True,DOC-20260626-GU,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1131,2026-06-03 15:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,541.9,326.0,215.9,215.9,Transmission congestion on Khavda to Kurnool 765kV line,Transmission Constraint,True,DOC-20260603-RA,Transmission Constraint,0.829,classified,confirmed
EVT-2026-1132,2026-07-17 09:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,897.4,682.3,215.1,285.8,Transmission congestion on Tuticorin to Muppandal 765kV line,Transmission Constraint,True,DOC-20260717-RA,Transmission Constraint,0.817,classified,mismatch
EVT-2026-1133,2026-08-06 10:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,336.8,260.0,76.8,76.8,"Frequency higher than statutory limit (50.06 Hz), RE reduction mandated",High Frequency,True,DOC-20260806-TA,High Frequency,0.884,classified,confirmed
EVT-2026-1134,2026-07-25 15:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,862.8,711.1,151.7,151.7,Substation maintenance work scheduled at Kayathar,Maintenance / Outage,True,DOC-20260725-RA,Maintenance / Outage,0.848,classified,confirmed
EVT-2026-1135,2026-07-26 18:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,245.4,207.2,38.2,38.2,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260726-TA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1136,2026-06-13 14:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,368.8,232.8,136.0,136.0,Commercial backing down order from state DISCOM (Javvnl),Commercial / Discom Request,True,DOC-20260613-AN,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1137,2026-07-14 18:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,454.2,348.6,105.6,105.6,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260714-TA,High Frequency,0.892,classified,confirmed
EVT-2026-1138,2026-08-04 07:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,259.4,231.1,28.3,28.3,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260804-MA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1139,2026-06-18 10:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,147.1,93.5,53.6,53.6,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260618-TA,High Frequency,0.892,classified,confirmed
EVT-2026-1140,2026-07-31 08:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,228.9,203.7,25.2,30.3,Substation maintenance work scheduled at Tuticorin,Maintenance / Outage,True,DOC-20260731-AN,Maintenance / Outage,0.869,classified,mismatch
EVT-2026-1141,2026-07-16 14:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,247.5,198.2,49.3,49.3,Substation maintenance work scheduled at Kurnool,Maintenance / Outage,True,DOC-20260716-MA,Maintenance / Outage,0.868,classified,confirmed
EVT-2026-1142,2026-08-02 17:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,708.3,573.1,135.2,135.2,Reactive power compensation constraint at Tuticorin grid,Grid Security,True,DOC-20260802-RA,Grid Security,0.886,classified,confirmed
EVT-2026-1143,2026-07-03 15:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,221.6,179.1,42.5,26.8,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260703-AN,Maintenance / Outage,0.873,classified,mismatch
EVT-2026-1144,2026-06-21 18:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,549.9,533.1,16.8,16.8,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260621-KA,Grid Security,0.885,classified,confirmed
EVT-2026-1145,2026-07-27 15:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,156.8,105.1,51.7,51.7,Emergency backing down to prevent grid failure at Muppandal,Grid Security,True,DOC-20260727-TA,Grid Security,0.863,classified,confirmed
EVT-2026-1146,2026-07-07 10:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,558.5,470.9,87.6,83.6,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260707-KA,Grid Security,0.885,classified,confirmed
EVT-2026-1147,2026-06-27 12:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,451.1,286.3,164.8,164.8,Transmission line constraint at Muppandal 400kV corridor,Transmission Constraint,True,DOC-20260627-MA,Transmission Constraint,0.852,classified,confirmed
EVT-2026-1148,2026-07-09 18:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,334.9,220.2,114.7,114.7,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260709-GU,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1149,2026-08-12 17:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,229.9,204.0,25.9,25.9,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260812-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1150,2026-07-09 16:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,278.1,243.9,34.2,34.2,"System frequency surge (50.11 Hz), active power curtailment executed",High Frequency,True,DOC-20260709-KA,High Frequency,0.873,classified,confirmed
EVT-2026-1151,2026-06-13 06:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,658.9,502.8,156.1,156.1,Grid security alert: voltage instability detected at Muppandal,Grid Security,True,DOC-20260613-RA,Grid Security,0.872,classified,confirmed
EVT-2026-1152,2026-07-11 11:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,301.6,194.0,107.6,107.6,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260711-MA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1153,2026-06-19 07:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,275.5,252.3,23.2,23.2,Bay maintenance shutdown at Tuticorin RE pooling station,Maintenance / Outage,True,DOC-20260619-TA,Maintenance / Outage,0.894,classified,confirmed
EVT-2026-1154,2026-06-30 06:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,185.5,127.8,57.7,37.9,Over-frequency condition (50.14 Hz) detected across regional grid,High Frequency,True,DOC-20260630-TA,High Frequency,0.873,classified,mismatch
EVT-2026-1155,2026-06-06 17:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,249.7,196.2,53.5,53.5,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260606-MA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1156,2026-08-03 17:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,434.6,285.4,149.2,192.3,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260803-MA,Maintenance / Outage,0.91,classified,mismatch
EVT-2026-1157,2026-08-08 10:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,455.2,317.4,137.8,137.8,Bay maintenance shutdown at Bhadla RE pooling station,Maintenance / Outage,True,DOC-20260808-KA,Maintenance / Outage,0.898,classified,confirmed
EVT-2026-1158,2026-06-28 17:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,866.6,567.8,298.8,298.8,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260628-RA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1159,2026-07-23 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,425.9,297.3,128.6,130.7,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260723-AN,Grid Security,0.885,classified,confirmed
EVT-2026-1160,2026-07-14 19:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,288.1,224.1,64.0,38.6,Transmission congestion on Kurnool to Bhuj 765kV line,Transmission Constraint,True,DOC-20260714-TA,Transmission Constraint,0.834,classified,mismatch
EVT-2026-1161,2026-06-17 18:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,322.5,280.8,41.7,41.7,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260617-TA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1162,2026-06-11 07:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,636.4,401.0,235.4,235.4,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260611-RA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1163,2026-06-04 18:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,306.4,288.1,18.3,18.3,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260604-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1164,2026-06-01 10:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,749.7,608.4,141.3,141.3,"Frequency higher than statutory limit (50.07 Hz), RE reduction mandated",High Frequency,True,DOC-20260601-RA,High Frequency,0.903,classified,confirmed
EVT-2026-1165,2026-07-26 11:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,255.6,215.4,40.2,40.2,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260726-GU,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1166,2026-08-17 09:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,406.7,373.8,32.9,32.9,Reactive power compensation constraint at Bhadla grid,Grid Security,True,DOC-20260817-MA,Grid Security,0.881,classified,confirmed
EVT-2026-1167,2026-07-02 16:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,646.6,447.2,199.4,196.1,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260702-RA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1168,2026-06-28 07:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,421.8,334.9,86.9,86.9,"Frequency higher than statutory limit (50.05 Hz), RE reduction mandated",High Frequency,True,DOC-20260628-MA,High Frequency,0.885,classified,confirmed
EVT-2026-1169,2026-08-19 15:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,275.4,187.3,88.1,88.1,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260819-TA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1170,2026-06-22 15:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,466.2,341.1,125.1,125.1,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260622-MA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1171,2026-07-03 15:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,387.3,301.5,85.8,85.8,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260703-AN,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1172,2026-07-10 11:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,420.9,318.6,102.3,102.3,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260710-MA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1173,2026-06-10 15:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,315.2,236.4,78.8,78.8,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260610-TA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1174,2026-07-04 03:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,266.4,213.6,52.8,52.8,System security constraint enforced by ERLDC dispatcher,Grid Security,True,DOC-20260704-GU,Grid Security,0.877,classified,confirmed
EVT-2026-1175,2026-06-09 14:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,930.4,903.0,27.4,27.4,Over-frequency condition (50.07 Hz) detected across regional grid,High Frequency,True,DOC-20260609-RA,High Frequency,0.895,classified,confirmed
EVT-2026-1176,2026-07-24 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,357.5,252.4,105.1,105.1,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260724-AN,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1177,2026-07-10 18:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,255.1,168.8,86.3,86.3,Bay maintenance shutdown at Bhadla RE pooling station,Maintenance / Outage,True,DOC-20260710-KA,Maintenance / Outage,0.898,classified,confirmed
EVT-2026-1178,2026-07-15 08:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,245.4,170.5,74.9,74.9,Commercial backing down order from state DISCOM (Bescom),Commercial / Discom Request,True,DOC-20260715-KA,Commercial / Discom Request,0.854,classified,confirmed
EVT-2026-1179,2026-07-12 19:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,198.2,156.4,41.8,41.8,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260712-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1180,2026-08-08 15:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,213.0,130.3,82.7,82.7,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260808-TA,High Frequency,0.892,classified,confirmed
